num;dd_desig;cc_desig;dd;cc;llll;LOCALIDADE;ART_COD;ART_TIPO;PRI_PREP;ART_TITULO;SEG_PREP;ART_DESIG;ART_LOCAL;TROCO;PORTA;CLIENTE;CP4;CP3;CPALF;LATITUDE;LONGITUDE;precision;scannedAddress;foundAddress;matched
128404;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105140511;Largo;de;;;Adroana;Adroana;;;;2645;12;ALCABIDECHE;387,426,739;-93,816,895;3;Largo de Adroana, Adroana, Alcabideche,Portugal|1;Largo Adroana, 2645-019 Alcabideche, Portugal;3
128405;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105240511;Rua;;;;Armindo Costa;Atrozela;;;;2645;245;ALCABIDECHE;387,431,766;-93,977,606;3;Rua Armindo Costa, Atrozela, Alcabideche,Portugal|1;R. Armindo Costa, 2645-543 Alcabideche, Portugal;3
128406;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105260511;Estrada;de;;;Atrozela;Atrozela;;;;2645;246;ALCABIDECHE;387,375,434;-94,077,865;3;Estrada de Atrozela, Atrozela, Alcabideche,Portugal|1;Estr. Atrozela, 2645 Alcabideche, Portugal;4
128407;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105260511;Estrada;de;;;Atrozela;;;;;2645;28;ALCABIDECHE;387,375,434;-94,077,865;3;Estrada de Atrozela, Alcabideche,Portugal|1;Estr. Atrozela, 2645 Alcabideche, Portugal;4
128408;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105300511;Rua;;;;Bela Vista;Pau Gordo;;;;2645;526;ALCABIDECHE;387,224,607;-93,838,284;3;Rua Bela Vista, Pau Gordo, Alcabideche,Portugal|1;R. Bela Vista, 2645 Alcabideche, Portugal;4
128409;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105310511;Rua;dos;;;Bombeiros Voluntários;;;;;2645;30;ALCABIDECHE;387,305,964;-94,095,601;3;Rua dos Bombeiros Voluntários, Alcabideche,Portugal|1;R. Bombeiros Voluntários, 2645 Alcabideche, Portugal;4
128410;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105320511;Travessa;dos;;;Bons Ares;;;;;2645;32;ALCABIDECHE;387,346,822;-94,099,426;3;Travessa dos Bons Ares, Alcabideche,Portugal|1;Tv. Bons Ares, 2645 Alcabideche, Portugal;4
128411;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105400511;Pátio;da;;;Cartacha;;;;;2645;35;ALCABIDECHE;387,330,964;-94,098,407;4;Pátio da Cartacha, Alcabideche,Portugal|1;Alcabideche, Portugal;1
128412;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105470511;Rua;do;;;Chafariz;Pau Gordo;;;;2645;324;ALCABIDECHE;387,236,086;-93,827,554;3;Rua do Chafariz, Pau Gordo, Alcabideche,Portugal|1;R. Chafariz, 2645 Alcabideche, Portugal;4
128413;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105490511;Travessa;da;;;Cidreira;;;;;2645;39;ALCABIDECHE;387,344,973;-94,103,504;3;Travessa da Cidreira, Alcabideche,Portugal|1;Tv. Cidreira, 2645 Alcabideche, Portugal;4
128414;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105510511;Rua;do;Conde;;Barão;;;;;2645;618;ALCABIDECHE;387,315,696;-94,026,283;3;Rua do Conde Barão, Alcabideche,Portugal|1;Rua Conde Barão, 2645 Alcabideche, Portugal;4
128415;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105510511;Rua;do;Conde;;Barão;;;511;ASSOCIAÇÃO TESTEMUNHAS DE JEOVÁ;2649;513;ALCABIDECHE;387,315,696;-94,026,283;3;Rua do Conde Barão, Alcabideche,Portugal|1;Rua Conde Barão, 2645 Alcabideche, Portugal;2
128416;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105510511;Rua;do;Conde;;Barão;;;614;ESCOLA EB 2,3 DE ALCABIDECHE;2649;515;ALCABIDECHE;387,315,696;-94,026,283;3;Rua do Conde Barão, Alcabideche,Portugal|1;Rua Conde Barão, 2645 Alcabideche, Portugal;2
128417;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105540511;Rua;;Dom;;Luís I;;;;;2645;54;ALCABIDECHE;387,322,661;-9,405,966;3;Rua Dom Luís I, Alcabideche,Portugal|1;R. Dom Luís i, 2645-109 Alcabideche, Portugal;3
128418;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105550511;Rua;;Dom;;Pedro I;;;;;2645;72;ALCABIDECHE;387,326,445;-9,405,912;3;Rua Dom Pedro I, Alcabideche,Portugal|1;R. Dom Pedro I, 2645 Alcabideche, Portugal;4
128419;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105560511;Rua;;Doutor;;António Pereira Coutinho;;;;;2645;27;ALCABIDECHE;387,337,501;-94,078,572;3;Rua Doutor António Pereira Coutinho, Alcabideche,Portugal|1;R. Dr. António Pereira Coutinho, 2645 Alcabideche, Portugal;4
128420;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105600511;Praceta;;;;Eira da Lage;;;;;2645;42;ALCABIDECHE;387,360,687;-94,080,352;3;Praceta Eira da Lage, Alcabideche,Portugal|1;Praceta Eira da Lage, 2645 Alcabideche, Portugal;4
128421;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105640511;Travessa;da;;;Escola;;;;;2645;43;ALCABIDECHE;387,353,459;-93,682,296;3;Travessa da Escola, Alcabideche,Portugal|1;R. da Escola, 2645 Alcabideche, Portugal;4
128422;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105690511;Rua;;;;Fernando Pessoa;Adroana;;;;2645;607;ALCABIDECHE;387,450,553;-93,832,607;3;Rua Fernando Pessoa, Adroana, Alcabideche,Portugal|1;R. Fernando Pessoa, 2645 Alcabideche, Portugal;4
128423;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105770511;Travessa;;;;Francisco Roquete;;;;;2645;47;ALCABIDECHE;387,329,606;-94,092,814;3;Travessa Francisco Roquete, Alcabideche,Portugal|1;Tv. Francisco Roquete, 2645 Alcabideche, Portugal;4
128424;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105890511;Rua;do;;;Jasmim;Pau Gordo;;;;2645;530;ALCABIDECHE;387,227,516;-93,833,361;3;Rua do Jasmim, Pau Gordo, Alcabideche,Portugal|1;R. Jasmim, 2645-530 Alcabideche, Portugal;4
128425;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105900511;Rua;;;;João Pires Correia;;Impares de 1 a 311A;;;2645;51;ALCABIDECHE;387,316,359;-94,086,536;3;Rua João Pires Correia, Alcabideche,Portugal|1;R. João Pires Correia, 2645 Alcabideche, Portugal;4
128426;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105900511;Rua;;;;João Pires Correia;;Pares de 8 a 314C;;;2645;50;ALCABIDECHE;387,316,359;-94,086,536;3;Rua João Pires Correia, Alcabideche,Portugal|1;R. João Pires Correia, 2645 Alcabideche, Portugal;4
128427;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105900511;Rua;;;;João Pires Correia;;;137;LOJA CTT ALCABIDECHE;2645;999;ALCABIDECHE;387,316,359;-94,086,536;3;Rua João Pires Correia, Alcabideche,Portugal|1;R. João Pires Correia, 2645 Alcabideche, Portugal;4
128428;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105910511;Rua;;;;Júlio Diniz;Pau Gordo;;;;2645;531;ALCABIDECHE;387,236,755;-93,795,673;3;Rua Júlio Diniz, Pau Gordo, Alcabideche,Portugal|1;R. Júlio Diniz, 2645 Alcabideche, Portugal;4
128429;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;105970511;Rua;dos;;;Lírios;;;;;2645;53;ALCABIDECHE;387,332,461;-94,038,955;3;Rua dos Lírios, Alcabideche,Portugal|1;R. dos Lírios, 2645-109 Alcabideche, Portugal;3
128430;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;106000511;Estrada;da;;;Ribeira;Pau Gordo;;;;2645;619;ALCABIDECHE;387,241,388;-93,861,685;3;Estrada da Ribeira, Pau Gordo, Alcabideche,Portugal|1;Estr. Ribeira, 2645 Alcabideche, Portugal;4
128431;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;106030511;Quinta;das;;;Salgadas;;;;;2645;78;ALCABIDECHE;387,370,529;-94,038,763;3;Quinta das Salgadas, Alcabideche,Portugal|1;Q.ta das Salgadas, 2645-543 Alcabideche, Portugal;3
128432;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;106050511;Rua;de;São;;Francisco;Adroana;;;;2645;19;ALCABIDECHE;387,411,791;-93,868,913;3;Rua de São Francisco, Adroana, Alcabideche,Portugal|1;R. São Francisco, 2645 Alcabideche, Portugal;4
128433;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;106050511;Rua;de;São;;Francisco;Adroana;;539;AUTO VAGA;2649;503;ALCABIDECHE;387,411,769;-93,869,696;3;Rua de São Francisco, Adroana, Alcabideche,Portugal|1;R. São Francisco, 2645 Alcabideche, Portugal;2
128434;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;106050511;Rua;de;São;;Francisco;Adroana;;660;SCOTTURB;2649;516;ALCABIDECHE;387,411,769;-93,869,696;3;Rua de São Francisco, Adroana, Alcabideche,Portugal|1;R. São Francisco, 2645 Alcabideche, Portugal;2
128435;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;106060511;Calçada;de;São;;Vicente;Cruz da Popa;;;;2645;606;ALCABIDECHE;387,267,841;-94,121,705;3;Calçada de São Vicente, Cruz da Popa, Alcabideche,Portugal|1;R. Cruz de Popa, 2645-449 Cascais, Portugal;2
128436;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;106070511;Largo;de;São;;Vicente;;;;;2645;80;ALCABIDECHE;38,730,334;-94,079;3;Largo de São Vicente, Alcabideche,Portugal|1;Largo de São Vicente, 2645-030 Alcabideche, Portugal;3
128437;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;106080511;Rua;de;São;;Vicente;Adroana;;;;2645;21;ALCABIDECHE;387,426,844;-93,824,154;3;Rua de São Vicente, Adroana, Alcabideche,Portugal|1;R. de São Vicente, 2645-019 Alcabideche, Portugal;3
128438;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;106090511;Travessa;de;São;;Vicente;;;;;2645;81;ALCABIDECHE;387,277,564;-94,098,279;3;Travessa de São Vicente, Alcabideche,Portugal|1;Tv. de São Vicente, 2645-079 Alcabideche, Portugal;3
128439;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;106110511;Rua;da;;;Terceira Idade;Atrozela;;;;2645;260;ALCABIDECHE;387,421,542;-93,966,983;3;Rua da Terceira Idade, Atrozela, Alcabideche,Portugal|1;R. Terceira Idade, 2645 Alcabideche, Portugal;4
128440;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;106150511;Rua;do;;;Vale Verde;Pau Gordo;;;;2645;538;ALCABIDECHE;38,723,858;-93,828,288;3;Rua do Vale Verde, Pau Gordo, Alcabideche,Portugal|1;R. Vale Verde, 2645 Alcabideche, Portugal;4
128441;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;106190511;Largo;;;;25 de Abril;Atrozela;;;;2645;261;ALCABIDECHE;387,420,354;-94,016,169;3;Largo 25 de Abril, Atrozela, Alcabideche,Portugal|1;Largo 25 de Abril, 2645 Alcabideche, Portugal;4
128442;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;106340511;;;;;Sem Nome;;;;;2645;82;ALCABIDECHE;387,545,163;-91,436,213;1;Sem Nome, Alcabideche,Portugal|1;R. Marquesa Alorna 29C, 1700-036 Lisboa, Portugal;1
128443;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107030511;;;;;Sem Nome;;;;;2645;83;ALCABIDECHE;387,545,163;-91,436,213;1;Sem Nome, Alcabideche,Portugal|1;R. Marquesa Alorna 29C, 1700-036 Lisboa, Portugal;1
128444;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107170511;Rua;de;Santo;;António;Adroana;;;;2645;16;ALCABIDECHE;387,420,346;-93,830,379;3;Rua de Santo António, Adroana, Alcabideche,Portugal|1;R. de Santo António, 2645-019 Alcabideche, Portugal;3
128445;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107190511;Rua;;;;Gago Coutinho;Tapada de Adroana;;;;2645;609;ALCABIDECHE;387,467,112;-93,823,559;3;Rua Gago Coutinho, Tapada de Adroana, Alcabideche,Portugal|1;R. Gago Coutinho, 2645 Alcabideche, Portugal;4
128446;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107200511;Rua;;;;Sacadura Cabral;Tapada de Adroana;;;;2645;608;ALCABIDECHE;387,470,045;-93,828,924;3;Rua Sacadura Cabral, Tapada de Adroana, Alcabideche,Portugal|1;R. Sacadura Cabral, 2645 Alcabideche, Portugal;4
128447;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107210511;Rua;da;;;Colectividade;Adroana;;;;2645;14;ALCABIDECHE;387,448,991;-93,784,543;3;Rua da Colectividade, Adroana, Alcabideche,Portugal|1;R. da Colectividade, 2645 Alcabideche, Portugal;4
128448;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107240511;Rua;de;São;;Cristóvão;Adroana;;;;2645;18;ALCABIDECHE;387,428,911;-93,803,325;3;Rua de São Cristóvão, Adroana, Alcabideche,Portugal|1;R. São Cristóvão, 2645-019 Alcabideche, Portugal;3
128449;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107250511;Rua;;;;Alto de Adroana;Adroana;;;;2645;13;ALCABIDECHE;387,438,397;-93,786,853;3;Rua Alto de Adroana, Adroana, Alcabideche,Portugal|1;R. Alto de Adroana, 2645 Alcabideche, Portugal;4
128450;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107260511;Rua;de;São;;Nicolau;Adroana;;;;2645;20;ALCABIDECHE;387,426,015;-93,798,798;3;Rua de São Nicolau, Adroana, Alcabideche,Portugal|1;R. São Nicolau, 2645-019 Alcabideche, Portugal;3
128451;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107270511;Rua;de;Santa;;Isabel;Adroana;;;;2645;15;ALCABIDECHE;387,432,832;-93,788,938;3;Rua de Santa Isabel, Adroana, Alcabideche,Portugal|1;R. Santa Isabel, 2645-019 Alcabideche, Portugal;3
128452;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107390511;Rua;;;;Cidade da Praia;Alto da Peça;;;;2645;309;ALCABIDECHE;38,736,084;-94,031,652;3;Rua Cidade da Praia, Alto da Peça, Alcabideche,Portugal|1;R. Dr. João António Gonçalves Amaral, 2645-543 Alcabideche, Portugal;3
128453;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107400511;Rua;;;;Cidade de Luanda;Alto da Peça;;;;2645;84;ALCABIDECHE;387,330,964;-94,098,407;4;Rua Cidade de Luanda, Alto da Peça, Alcabideche,Portugal|1;Alcabideche, Portugal;1
128454;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107420511;Travessa;;;;Cidade de Maputo;Alto da Peça;;;;2645;309;ALCABIDECHE;387,330,964;-94,098,407;4;Travessa Cidade de Maputo, ALCABIDECHE, Lisboa,Portugal|2;Alcabideche, Portugal;1
128455;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107460511;Rua;da;;;Esperança;Adroana;;;;2645;504;ALCABIDECHE;387,420,574;-93,803,484;3;Rua da Esperança, Adroana, Alcabideche,Portugal|1;R. Esperança, 2645-019 Alcabideche, Portugal;3
128456;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107470511;Rua;;;;Tristão Vaz Teixeira;Adroana;;;;2645;505;ALCABIDECHE;387,417,461;-93,799,735;3;Rua Tristão Vaz Teixeira, Adroana, Alcabideche,Portugal|1;R. Tristão Vaz Teixeira, 2645-019 Alcabideche, Portugal;3
128457;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107480511;Rua;da;;;Alegria;Adroana;;;;2645;506;ALCABIDECHE;387,215,661;-94,099,311;3;Rua da Alegria, Adroana, Alcabideche,Portugal|1;R. Alegria, 2645 Alcabideche, Portugal;4
128458;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107570511;;;;;Sem Nome;;;;;2645;85;ALCABIDECHE;387,545,163;-91,436,213;1;Sem Nome, Alcabideche,Portugal|1;R. Marquesa Alorna 29C, 1700-036 Lisboa, Portugal;1
128459;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107580511;Praceta;das;;;Salgadas;;;;;2645;86;ALCABIDECHE;387,370,529;-94,038,763;3;Praceta das Salgadas, Alcabideche,Portugal|1;Q.ta das Salgadas, 2645-543 Alcabideche, Portugal;3
128460;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107590511;Praceta;do;;;Sol Nascente;;;;;2645;87;ALCABIDECHE;387,330,964;-94,098,407;4;Praceta do Sol Nascente, Alcabideche,Portugal|1;Alcabideche, Portugal;1
128461;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107600511;Praceta;;;;Mira Serra;;;;;2645;59;ALCABIDECHE;387,359,148;-94,086,935;3;Praceta Mira Serra, Alcabideche,Portugal|1;Praceta Mira Serra, 2645 Alcabideche, Portugal;4
128462;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107750511;Rua;da;;;Amendoeira;Atrozela;;;;2645;244;ALCABIDECHE;387,360,102;-93,972,542;3;Rua da Amendoeira, Atrozela, Alcabideche,Portugal|1;R. Amendoeiras, 2645 Alcabideche, Portugal;4
128463;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107760511;Rua;do;;;Chafariz;Atrozela;;;;2645;249;ALCABIDECHE;387,178,598;-94,095,363;3;Rua do Chafariz, Atrozela, Alcabideche,Portugal|1;R. do Chafariz, Alcabideche, Portugal;2
128464;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107770511;Rua;da;;;Azenha;Atrozela;;;;2645;247;ALCABIDECHE;387,432,857;-94,047,739;3;Rua da Azenha, Atrozela, Alcabideche,Portugal|1;R. Azenha, 2645 Alcabideche, Portugal;4
128465;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107780511;Travessa;do;;;Chafariz;Atrozela;;;;2645;250;ALCABIDECHE;387,416,821;-9,404,725;3;Travessa do Chafariz, Atrozela, Alcabideche,Portugal|1;R. Chafariz, 2645 Alcabideche, Portugal;4
128466;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107790511;Largo;do;;;Chafariz;Atrozela;;;;2645;251;ALCABIDECHE;387,350,661;-93,967,469;3;Largo do Chafariz, Atrozela, Alcabideche,Portugal|1;Largo Chafariz, 2645-025 Alcabideche, Portugal;3
128467;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107800511;Rua;do;;;Caruncho;Atrozela;;;;2645;248;ALCABIDECHE;387,421,018;-9,405,283;3;Rua do Caruncho, Atrozela, Alcabideche,Portugal|1;R. Caruncho, 2645 Alcabideche, Portugal;4
128468;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107810511;Rua;das;;;Flores;Atrozela;;;;2645;253;ALCABIDECHE;38,714,147;-94,219,083;3;Rua das Flores, Atrozela, Alcabideche,Portugal|1;R. das Flores, Portugal;1
128469;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107850511;Rua;do;;;Lameiro;Cabreiro;;;;2645;394;ALCABIDECHE;387,339,464;-94,173,665;3;Rua do Lameiro, Cabreiro, Alcabideche,Portugal|1;R. Lameiro, 2645 Alcabideche, Portugal;4
128470;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107870511;;;;;Sem Nome;Bairro do Lameiro;;;;2645;307;ALCABIDECHE;387,339,464;-94,173,665;3;Sem Nome, Bairro do Lameiro, Alcabideche,Portugal|1;R. Lameiro, 2645 Alcabideche, Portugal;4
128471;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107900511;Rua;das;;;Salgadas Nascentes;;;;;2645;9;ALCABIDECHE;387,381,036;-94,020,461;3;Rua das Salgadas Nascentes, Alcabideche,Portugal|1;R. das Salgadas Nascentes, 2645-543 Alcabideche, Portugal;3
128472;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107910511;Rua;da;;;Calçada Antiga;Cabreiro;;;;2645;401;ALCABIDECHE;387,333,618;-94,196,142;3;Rua da Calçada Antiga, Cabreiro, Alcabideche,Portugal|1;R. da Calçada Antiga, 2645 Alcabideche, Portugal;4
128473;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107930511;Rua;;;;Ferreira de Castro;Cabreiro;;;;2645;396;ALCABIDECHE;387,285,398;-94,264,292;3;Rua Ferreira de Castro, Cabreiro, Alcabideche,Portugal|1;R. Ferreira de Castro, 2645 Alcabideche, Portugal;4
128474;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107940511;Rua;;;;Eugénio de Andrade;Cabreiro;;;;2645;395;ALCABIDECHE;387,279,378;-9,426,097;3;Rua Eugénio de Andrade, Cabreiro, Alcabideche,Portugal|1;R. Eugénio de Andrade, 2645 Alcabideche, Portugal;4
128475;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107950511;Rua;;;;Zeca Afonso;Cabreiro;;;;2645;408;ALCABIDECHE;387,304,092;-9,425,985;3;Rua Zeca Afonso, Cabreiro, Alcabideche,Portugal|1;R. Zeca Afonso, 2645 Alcabideche, Portugal;4
128476;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107960511;Rua;do;;;Alto da Eira;Cabreiro;;;;2645;390;ALCABIDECHE;387,307,507;-94,247,795;3;Rua do Alto da Eira, Cabreiro, Alcabideche,Portugal|1;R. Alto da Eira, 2645 Alcabideche, Portugal;4
128477;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;107970511;Rua;;;;Vergílio Ferreira;Cabreiro;;;;2645;407;ALCABIDECHE;387,298,879;-94,246,522;3;Rua Vergílio Ferreira, Cabreiro, Alcabideche,Portugal|1;R. Vergílio Ferreira, 2645 Alcabideche, Portugal;4
128478;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;108000511;Rua;;;;Ary dos Santos;Cabreiro;;;;2645;392;ALCABIDECHE;3,873,158;-94,229,367;3;Rua Ary dos Santos, Cabreiro, Alcabideche,Portugal|1;R. Ary dos Santos, 2645 Alcabideche, Portugal;4
128479;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;108010511;Rua;da;;;Fonte;Cabreiro;;;;2645;397;ALCABIDECHE;387,321,286;-93,966,776;3;Rua da Fonte, Cabreiro, Alcabideche,Portugal|1;R. da Fonte, 2645 Alcabideche, Portugal;4
128480;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;108020511;Rua;;;;António Aleixo;Cabreiro;;;;2645;391;ALCABIDECHE;387,312,282;-94,229,308;3;Rua António Aleixo, Cabreiro, Alcabideche,Portugal|1;R. António Aleixo, 2645 Alcabideche, Portugal;4
128481;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;108030511;;;;;Sem Nome;Cabreiro;;;;2645;404;ALCABIDECHE;387,545,163;-91,436,213;1;Sem Nome, Cabreiro, Alcabideche,Portugal|1;R. Marquesa Alorna 29C, 1700-036 Lisboa, Portugal;1
128482;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;108040511;;;;;Sem Nome;Cabreiro;;;;2645;405;ALCABIDECHE;387,545,163;-91,436,213;1;Sem Nome, Cabreiro, Alcabideche,Portugal|1;R. Marquesa Alorna 29C, 1700-036 Lisboa, Portugal;1
128483;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;108050511;Rua;do;;;Moinho Vermelho;;;;;2645;449;ALCABIDECHE;387,279,041;-94,147,365;3;Rua do Moinho Vermelho, Alcabideche,Portugal|1;R. do Moinho Vermelho, 2645 Alcabideche, Portugal;4
128484;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;108080511;Rua;;;;25 de Abril;Atrozela;;;;2645;262;ALCABIDECHE;387,422,925;-94,026,763;3;Rua 25 de Abril, Atrozela, Alcabideche,Portugal|1;R. 25 de Abril, 2645 Alcabideche, Portugal;4
128485;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;108090511;Rua;da;;;Abuxarda;Abuxarda;;;;2755;11;ALCABIDECHE;387,195,075;-94,185,569;3;Rua da Abuxarda, Abuxarda, Alcabideche,Portugal|1;R. Abuxarda, 2755 Alcabideche, Portugal;4
128486;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;108100511;Rua;das;;;Acácias;Abuxarda;;;;2755;12;ALCABIDECHE;387,194,768;-94,189,664;3;Rua das Acácias, Abuxarda, Alcabideche,Portugal|1;R. Acácias, 2755 Alcabideche, Portugal;4
128487;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;108170511;Estrada;de;;;Alvide;Alvide;Anexo;;;2755;28;ALCABIDECHE;387,157,301;-94,241,346;3;Estrada de Alvide, Alvide, Alcabideche,Portugal|1;Estr. Alvide & Pátio do Catatau Vivenda Santa Isabel, 2755-030 Alcabideche, Portugal;3
128488;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12001;Alcabideche;108170511;Estrada;de;;;Alvide;Alvide;Casa Zé Jo;;;2755;29;ALCABIDECHE;387,157,301;-94,241,346;3;Estrada de Alvide, Alvide, Alcabideche,Portugal|1;Estr. Alvide & Pátio do Catatau Vivenda Santa Isabel, 2755-030 Alcabideche, Portugal;3
