num;dd_desig;cc_desig;dd;cc;llll;LOCALIDADE;ART_COD;ART_TIPO;PRI_PREP;ART_TITULO;SEG_PREP;ART_DESIG;ART_LOCAL;TROCO;PORTA;CLIENTE;CP4;CP3;CPALF;LATITUDE;LONGITUDE;precision;scannedAddress;foundAddress;matched
129012;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;22400511;Rua;;;;Casal do Geraldo;;;;;2645;179;ALCABIDECHE;387,248,307;-9,410,479;3;Rua Casal do Geraldo, Amoreira,Portugal|1;R. Casal do Geraldo, 2645 Alcabideche, Portugal;4
129013;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;22450511;Rua;de;;;Castelo Branco;;;;;2645;180;ALCABIDECHE;387,158,394;-94,116,773;3;Rua de Castelo Branco, ALCABIDECHE, Lisboa,Portugal|2;R. Castelo Branco, 2755 Alcabideche, Portugal;2
129014;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;22580511;Rua;do;;;Chafariz;;;;;2645;181;ALCABIDECHE;387,178,598;-94,095,363;3;Rua do Chafariz, Amoreira,Portugal|1;R. do Chafariz, Alcabideche, Portugal;2
129015;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;22740511;Rua;;;;Costa Pinto;;Impares de 25 a 801A;;;2645;185;ALCABIDECHE;38,715,517;-94,126,004;3;Rua Costa Pinto, Amoreira,Portugal|1;R. Costa Pinto, 2755 Alcabideche, Portugal;2
129016;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;22740511;Rua;;;;Costa Pinto;;Impares de 833 a 869;;;2645;186;ALCABIDECHE;38,715,517;-94,126,004;3;Rua Costa Pinto, Amoreira,Portugal|1;R. Costa Pinto, 2755 Alcabideche, Portugal;2
129017;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;22740511;Rua;;;;Costa Pinto;;LT 101 A;;;2645;185;ALCABIDECHE;38,715,517;-94,126,004;3;Rua Costa Pinto, Amoreira,Portugal|1;R. Costa Pinto, 2755 Alcabideche, Portugal;2
129018;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;22740511;Rua;;;;Costa Pinto;;LT 3 A;;;2645;184;ALCABIDECHE;38,715,517;-94,126,004;3;Rua Costa Pinto, Amoreira,Portugal|1;R. Costa Pinto, 2755 Alcabideche, Portugal;2
129019;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;22740511;Rua;;;;Costa Pinto;;LT 3 Loja 1;;;2645;184;ALCABIDECHE;38,715,517;-94,126,004;3;Rua Costa Pinto, Amoreira,Portugal|1;R. Costa Pinto, 2755 Alcabideche, Portugal;2
129020;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;22740511;Rua;;;;Costa Pinto;;LT 3 Loja 2;;;2645;184;ALCABIDECHE;38,715,517;-94,126,004;3;Rua Costa Pinto, Amoreira,Portugal|1;R. Costa Pinto, 2755 Alcabideche, Portugal;2
129021;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;22740511;Rua;;;;Costa Pinto;;LT 3;;;2645;185;ALCABIDECHE;38,715,517;-94,126,004;3;Rua Costa Pinto, Amoreira,Portugal|1;R. Costa Pinto, 2755 Alcabideche, Portugal;2
129022;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;22740511;Rua;;;;Costa Pinto;;Papelaria;;;2645;184;ALCABIDECHE;38,715,517;-94,126,004;3;Rua Costa Pinto, Amoreira,Portugal|1;R. Costa Pinto, 2755 Alcabideche, Portugal;2
129023;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;22740511;Rua;;;;Costa Pinto;;Pares de 290 a 646;;;2645;184;ALCABIDECHE;38,715,517;-94,126,004;3;Rua Costa Pinto, Amoreira,Portugal|1;R. Costa Pinto, 2755 Alcabideche, Portugal;2
129024;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;22740511;Rua;;;;Costa Pinto;;Pares de 46 a 232;;;2645;183;ALCABIDECHE;38,715,517;-94,126,004;3;Rua Costa Pinto, Amoreira,Portugal|1;R. Costa Pinto, 2755 Alcabideche, Portugal;2
129025;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;22740511;Rua;;;;Costa Pinto;;Pares de 676 a 676;;;2645;185;ALCABIDECHE;38,715,517;-94,126,004;3;Rua Costa Pinto, Amoreira,Portugal|1;R. Costa Pinto, 2755 Alcabideche, Portugal;2
129026;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;22740511;Rua;;;;Costa Pinto;;Pares de 676A a 888;;;2645;184;ALCABIDECHE;38,715,517;-94,126,004;3;Rua Costa Pinto, Amoreira,Portugal|1;R. Costa Pinto, 2755 Alcabideche, Portugal;2
129027;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;22750511;Rua;do;;;Covão;;;;;2645;188;ALCABIDECHE;387,177,636;-94,110,593;3;Rua do Covão, ALCABIDECHE, Lisboa,Portugal|2;R. Covão, 2755 Alcabideche, Portugal;2
129028;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;22770511;Rua;da;;;Covilhã;;;;;2645;189;ALCABIDECHE;387,156,559;-94,112,259;3;Rua da Covilhã, ALCABIDECHE, Lisboa,Portugal|2;R. Covilhã, 2755 Alcabideche, Portugal;2
129029;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;22810511;Escadinhas;dos;;;Cucos;;;;;2645;190;ALCABIDECHE;387,154,323;-94,075,635;3;Escadinhas dos Cucos, ALCABIDECHE, Lisboa,Portugal|2;Escadinhas dos Cucos, 2645 Alcabideche, Portugal;4
129030;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;22860511;Rua;de;;;Damão;;;;;2645;191;ALCABIDECHE;387,210,402;-94,105,761;3;Rua de Damão, ALCABIDECHE, Lisboa,Portugal|2;R. Damão, 2645-191 Alcabideche, Portugal;4
129031;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;22970511;Rua;;;;Domingos Serapião de Freitas;;;;;2645;192;ALCABIDECHE;38,716,974;-94,083,912;3;Rua Domingos Serapião de Freitas, Amoreira,Portugal|1;R. Domingos Serapião de Freitas, 2645-175 Alcabideche, Portugal;3
129032;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;23040511;Rua;;Doutor;;Pereira Coutinho;;;;;2645;216;ALCABIDECHE;387,146,003;-94,091,661;3;Rua Doutor Pereira Coutinho, Amoreira,Portugal|1;R. Dr. Pereira Coutinho, Alcabideche, Portugal;2
129033;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;23150511;Rua;da;;;Encosta;;;;;2645;194;ALCABIDECHE;387,247,113;-94,100,244;3;Rua da Encosta, ALCABIDECHE, Lisboa,Portugal|2;R. Encosta, 2645 Alcabideche, Portugal;4
129034;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;23200511;Beco;da;;;Escola;;;;;2645;195;ALCABIDECHE;387,326,644;-93,940,496;3;Beco da Escola, ALCABIDECHE, Lisboa,Portugal|2;R. Escola, 2645 Alcabideche, Portugal;4
129035;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;23590511;Praceta;;;;Francisco Romero;;;;;2645;196;ALCABIDECHE;387,144,726;-94,121,762;3;Praceta Francisco Romero, Amoreira,Portugal|1;Praceta Francisco Romero, 2755 Alcabideche, Portugal;2
129036;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;23600511;Rua;;;;Francisco Romero;;;;;2645;197;ALCABIDECHE;387,144,597;-94,125,194;3;Rua Francisco Romero, Amoreira,Portugal|1;R. Francisco Romero, 2755 Alcabideche, Portugal;2
129037;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;23650511;Praceta;do;;;Geraldo;;;;;2645;198;ALCABIDECHE;387,213,539;-94,089,228;3;Praceta do Geraldo, Amoreira,Portugal|1;Rua do Geraldo, 2645 Alcabideche, Portugal;4
129038;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;23660511;Rua;do;;;Geraldo;;Casa São José;;;2645;200;ALCABIDECHE;387,213,539;-94,089,228;3;Rua do Geraldo, Amoreira,Portugal|1;Rua do Geraldo, 2645 Alcabideche, Portugal;4
129039;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;23660511;Rua;do;;;Geraldo;;Estofador;;;2645;200;ALCABIDECHE;387,213,539;-94,089,228;3;Rua do Geraldo, Amoreira,Portugal|1;Rua do Geraldo, 2645 Alcabideche, Portugal;4
129040;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;23660511;Rua;do;;;Geraldo;;Impares de 1 a 489B;;;2645;200;ALCABIDECHE;387,213,539;-94,089,228;3;Rua do Geraldo, Amoreira,Portugal|1;Rua do Geraldo, 2645 Alcabideche, Portugal;4
129041;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;23660511;Rua;do;;;Geraldo;;LT 4 A;;;2645;200;ALCABIDECHE;387,213,539;-94,089,228;3;Rua do Geraldo, Amoreira,Portugal|1;Rua do Geraldo, 2645 Alcabideche, Portugal;4
129042;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;23660511;Rua;do;;;Geraldo;;LT 4 B;;;2645;200;ALCABIDECHE;387,213,539;-94,089,228;3;Rua do Geraldo, Amoreira,Portugal|1;Rua do Geraldo, 2645 Alcabideche, Portugal;4
129043;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;23660511;Rua;do;;;Geraldo;;LT 8 Loja;;;2645;200;ALCABIDECHE;387,213,539;-94,089,228;3;Rua do Geraldo, Amoreira,Portugal|1;Rua do Geraldo, 2645 Alcabideche, Portugal;4
129044;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;23660511;Rua;do;;;Geraldo;;LT 8;;;2645;200;ALCABIDECHE;387,213,539;-94,089,228;3;Rua do Geraldo, Amoreira,Portugal|1;Rua do Geraldo, 2645 Alcabideche, Portugal;4
129045;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;23660511;Rua;do;;;Geraldo;;Pares de 22 a 538A;;;2645;199;ALCABIDECHE;387,213,539;-94,089,228;3;Rua do Geraldo, Amoreira,Portugal|1;Rua do Geraldo, 2645 Alcabideche, Portugal;4
129046;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;23660511;Rua;do;;;Geraldo;;VV António Freire;;;2645;200;ALCABIDECHE;387,213,539;-94,089,228;3;Rua do Geraldo, Amoreira,Portugal|1;Rua do Geraldo, 2645 Alcabideche, Portugal;4
129047;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;23660511;Rua;do;;;Geraldo;;VV Conceição;;;2645;199;ALCABIDECHE;387,213,539;-94,089,228;3;Rua do Geraldo, Amoreira,Portugal|1;Rua do Geraldo, 2645 Alcabideche, Portugal;4
129048;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;23730511;Rua;do;;;Girassol;;;;;2645;201;ALCABIDECHE;387,249,963;-94,081,774;3;Rua do Girassol, Amoreira,Portugal|1;R. do Girassol, 2645 Alcabideche, Portugal;4
129049;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;23750511;Rua;de;;;Goa;;;;;2645;203;ALCABIDECHE;387,215,705;-94,104,083;3;Rua de Goa, Amoreira,Portugal|1;R. Goa, 2645 Alcabideche, Portugal;4
129050;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;23790511;Rua;do;;;Grupo de Instrução Popular;;;;;2645;205;ALCABIDECHE;387,171,761;-94,094,161;3;Rua do Grupo de Instrução Popular, Amoreira,Portugal|1;R. Grupo de Instrução Popular, Alcabideche, Portugal;2
129051;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;23940511;Rua;;;;João António Gaspar;;;;;2645;207;ALCABIDECHE;387,031,467;-93,865,749;3;Rua João António Gaspar, Amoreira,Portugal|1;R. João António Gaspar, 2765 Estoril, Portugal;1
129052;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;24070511;Calçada;do;;;Juncalinho;;;;;2645;208;ALCABIDECHE;387,222,172;-94,095,245;3;Calçada do Juncalinho, ALCABIDECHE, Lisboa,Portugal|2;Calçada Juncalinho, 2645 Alcabideche, Portugal;4
129053;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;24080511;Praceta;do;;;Juncalinho;;;;;2645;209;ALCABIDECHE;387,181,289;-94,095,711;4;Praceta do Juncalinho, Amoreira,Portugal|1;Amoreira, 2645-218 Alcabideche, Portugal;3
129054;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;24340511;Rua;;;;Manuel Ambrósio dos Santos;;;;;2645;212;ALCABIDECHE;387,182,767;-94,109,986;3;Rua Manuel Ambrósio dos Santos, Amoreira,Portugal|1;R. Manuel Ambrósio dos Santos, Alcabideche, Portugal;2
129055;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;245030000;Praceta;;;;Rita Ferreira da Silva;;;;;2755;75;ALCABIDECHE;38,718,981;-9,413,385;3;Praceta Rita Ferreira da Silva, Amoreira,Portugal|1;Praceta Rita Ferreira da Silva, 2755 Alcabideche, Portugal;4
129056;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;24680511;Calçada;do;;;Nobre;;;;;2645;213;ALCABIDECHE;387,170,037;-94,071,929;3;Calçada do Nobre, Amoreira,Portugal|1;Calçada Nobre, 2645, Portugal;3
129057;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;24690511;Travessa;do;;;Nobre;;;;;2645;214;ALCABIDECHE;387,160,106;-94,080,263;3;Travessa do Nobre, Amoreira,Portugal|1;Tv. do Nobre, 2645 Alcabideche, Portugal;4
129058;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;24840511;Rua;das;;;Oliveiras;;;;;2645;215;ALCABIDECHE;387,340,616;-94,558,464;3;Rua das Oliveiras, ALCABIDECHE, Lisboa,Portugal|2;R. das Oliveiras, 2750 Cascais, Portugal;1
129059;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;25120511;Praceta;;;;Pinhal da Alegria;;;;;2645;217;ALCABIDECHE;387,192,585;-94,093,525;3;Praceta Pinhal da Alegria, Amoreira,Portugal|1;Praceta Pinhal da Alegria, 2645 Alcabideche, Portugal;4
129060;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;25130511;Rua;do;;;Pinheiro Manso;;;;;2645;218;ALCABIDECHE;387,183,214;-94,097,688;3;Rua do Pinheiro Manso, Amoreira,Portugal|1;R. Pinheiro Manso, Alcabideche, Portugal;2
129061;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;25240511;Rua;dos;;;Prazeres;;;;;2645;220;ALCABIDECHE;387,154,465;-91,531,571;3;Rua dos Prazeres, Amoreira,Portugal|1;Rua dos Prazeres, Lisboa, Portugal;1
129062;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;25480511;Rua;do;;;Rio da Costa;;;;;2645;221;ALCABIDECHE;387,179,393;-94,078,366;3;Rua do Rio da Costa, Amoreira,Portugal|1;R. Rio da Costa, 2645 Alcabideche, Portugal;4
129063;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;25510511;Rua;dos;;;Rochelinhos;;;;;2645;222;ALCABIDECHE;387,161,563;-94,104,369;3;Rua dos Rochelinhos, Amoreira,Portugal|1;R. Rochelinhos, 2755 Alcabideche, Portugal;2
129064;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;25520511;Travessa;dos;;;Rochelinhos;;;;;2645;223;ALCABIDECHE;387,157,487;-94,107,561;3;Travessa dos Rochelinhos, ALCABIDECHE, Lisboa,Portugal|2;Tv. Rochelinhos, 2755 Alcabideche, Portugal;2
129065;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;25580511;Calçada;do;;;Sacadura;;;;;2645;224;ALCABIDECHE;387,181,289;-94,095,711;4;Calçada do Sacadura, Amoreira,Portugal|1;Amoreira, 2645-218 Alcabideche, Portugal;3
129066;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;25830511;Largo;dos;;;Tanques;;;;;2645;233;ALCABIDECHE;387,175,542;-94,100,474;3;Largo dos Tanques, ALCABIDECHE, Lisboa,Portugal|2;Largo Tanques, 2755 Alcabideche, Portugal;2
129067;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;25850511;Beco;das;;;Terras;;;;;2645;234;ALCABIDECHE;387,176,537;-94,085,063;3;Beco das Terras, ALCABIDECHE, Lisboa,Portugal|2;Beco das Terras, 2645-175 Alcabideche, Portugal;3
129068;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;25860511;Rua;do;;;Terreiro;;;;;2645;235;ALCABIDECHE;387,154,495;-94,097,788;3;Rua do Terreiro, Amoreira,Portugal|1;R. Terreiro, 2755 Alcabideche, Portugal;2
129069;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;25980511;Praceta;do;;;Vale;;;;;2645;238;ALCABIDECHE;387,516,339;-94,541,833;3;Praceta do Vale, ALCABIDECHE, Lisboa,Portugal|2;R. do Vale, 2755 Alcabideche, Portugal;2
129070;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;30810511;Rua;;;;Salgueiro Maia;;;;;2645;10;ALCABIDECHE;387,147,492;-94,104,148;3;Rua Salgueiro Maia, Amoreira,Portugal|1;R. Salgueiro Maia, 2755 Alcabideche, Portugal;2
129071;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;30820511;Rua;;;;António Gedeão;;;;;2645;595;ALCABIDECHE;387,140,921;-9,408,778;3;Rua António Gedeão, Amoreira,Portugal|1;R. António Gedeão, Alcabideche, Portugal;2
129072;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;30830511;Praceta;de;;;Belo Horizonte;;;;;2645;90;ALCABIDECHE;38,713,669;-94,097,347;1;Praceta de Belo Horizonte, Amoreira,Portugal|1;do, Praceta Belo Horizonte 75, 2645-090, Portugal;2
129073;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;317700000;Praceta;;Cabo;;Guilherme Santos;;;;;2645;206;ALCABIDECHE;387,132,735;-94,076,267;3;Praceta Cabo Guilherme Santos, Amoreira,Portugal|1;Praceta Cabo Guilherme Santos, 2645-206 Alcabideche, Portugal;4
129074;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;32350511;Praceta;do;;;Zimbro;;;;;2645;167;ALCABIDECHE;387,251,977;-9,422,738;3;Praceta do Zimbro, Amoreira,Portugal|1;Praceta Norte, 2755-109 Alcabideche, Portugal;2
129075;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;35936100;Rua;;;;Nova do Geraldo;;;;;2645;200;ALCABIDECHE;387,239,089;-94,094,001;3;Rua Nova do Geraldo, Amoreira,Portugal|1;Rua Nova do Geraldo, 2645 Alcabideche, Portugal;4
129076;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;42050511;Rua;;;;Cova da Castelhana;;;;;2645;645;ALCABIDECHE;387,106,965;-94,114,255;3;Rua Cova da Castelhana, Amoreira,Portugal|1;R. Cova da Castelhana, Portugal;1
129077;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;42120511;Rua;de;Santo;;António;;;;;2645;644;ALCABIDECHE;387,420,346;-93,830,379;3;Rua de Santo António, ALCABIDECHE, Lisboa,Portugal|2;R. de Santo António, 2645-019 Alcabideche, Portugal;3
129078;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;519860000;Rua;de;;;Pádua;;;;;2645;643;ALCABIDECHE;38,712,316;-94,104,827;3;Rua de Pádua, ALCABIDECHE, Lisboa,Portugal|2;R. de Pádua, 2755 Alcabideche, Portugal;2
129079;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;70708100;Beco;;;;Manuel Ambrósio dos Santos;;;;;2645;212;ALCABIDECHE;387,182,767;-94,109,986;3;Beco Manuel Ambrósio dos Santos, Amoreira,Portugal|1;R. Manuel Ambrósio dos Santos, Alcabideche, Portugal;2
129080;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;73120100;Calçada;do;;;Geraldo;;;;;2645;200;ALCABIDECHE;387,213,539;-94,089,228;3;Calçada do Geraldo, ALCABIDECHE, Lisboa,Portugal|2;Rua do Geraldo, 2645 Alcabideche, Portugal;4
129081;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;791370511;Rua;de;;;Diu;;;;;2645;605;ALCABIDECHE;387,205,198;-94,097,477;3;Rua de Diu, ALCABIDECHE, Lisboa,Portugal|2;R. Diu, 2645 Alcabideche, Portugal;4
129082;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;792230511;Quinta;da;;;Carolina;;;;;2645;625;ALCABIDECHE;387,234,387;-94,137,148;3;Quinta da Carolina, ALCABIDECHE, Lisboa,Portugal|2;Q.ta da Carolina, 2755 Alcabideche, Portugal;2
129083;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;792240511;Rua;de;;;Estremoz;;;;;2645;624;ALCABIDECHE;387,245,026;-94,125,594;3;Rua de Estremoz, ALCABIDECHE, Lisboa,Portugal|2;R. Estremoz, Alcabideche, Portugal;2
129084;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;799340000;Praceta;de;;;Estremoz;;;;;2645;624;ALCABIDECHE;387,245,026;-94,125,594;3;Praceta de Estremoz, ALCABIDECHE, Lisboa,Portugal|2;R. Estremoz, Alcabideche, Portugal;2
129085;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12006;Amoreira;84935100;Beco;do;;;Chafariz;;;;;2645;181;ALCABIDECHE;387,178,598;-94,095,363;3;Beco do Chafariz, ALCABIDECHE, Lisboa,Portugal|2;R. do Chafariz, Alcabideche, Portugal;2
129086;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12021;Bicesse;105040511;Travessa;dos;;;Eucaliptos;;;;;2645;528;ALCABIDECHE;387,293,629;-93,842,681;4;Travessa dos Eucaliptos, Bicesse,Portugal|1;Bicesse, 2645-253 Alcabideche, Portugal;3
129087;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12021;Bicesse;105050511;Rua;das;;;Gingeiras;;;;;2645;529;ALCABIDECHE;387,293,629;-93,842,681;4;Rua das Gingeiras, Bicesse,Portugal|1;Bicesse, 2645-253 Alcabideche, Portugal;3
129088;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12021;Bicesse;105160511;Rua;das;;;Alfarrobeiras;;;;;2645;310;ALCABIDECHE;38,728,059;-93,826,737;3;Rua das Alfarrobeiras, Bicesse,Portugal|1;R. Alfarrobeiras, 2645 Alcabideche, Portugal;4
129089;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12021;Bicesse;105170511;Rua;;;;Almada Negreiros;;;;;2645;311;ALCABIDECHE;387,315,186;-93,829,043;3;Rua Almada Negreiros, Bicesse,Portugal|1;R. Almada Negreiros, 2645 Alcabideche, Portugal;4
129090;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12021;Bicesse;105180511;Rua;do;;;Alto de Bicesse;;;;;2645;312;ALCABIDECHE;387,262,188;-93,802,095;3;Rua do Alto de Bicesse, Bicesse,Portugal|1;R. do Alto de Bicesse, 2645 Alcabideche, Portugal;4
129091;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12021;Bicesse;105190511;Rua;da;;;Fazenda;;;;;2645;168;ALCABIDECHE;387,278,078;-93,870,008;3;Rua da Fazenda, Bicesse,Portugal|1;Tv. Fazenda, 2645 Alcabideche, Portugal;4
129092;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12021;Bicesse;105200511;Rua;das;;;Amendoeiras;;;;;2645;314;ALCABIDECHE;387,360,102;-93,972,542;3;Rua das Amendoeiras, Bicesse,Portugal|1;R. Amendoeiras, 2645 Alcabideche, Portugal;4
129093;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12021;Bicesse;105210511;Calçada;das;;;Amoreiras;;;;;2645;315;ALCABIDECHE;387,231,951;-91,620,235;1;Calçada das Amoreiras, Bicesse,Portugal|1;Av. Eng. Duarte Pacheco 2037, 1070-103 Lisboa, Portugal;1
129094;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12021;Bicesse;105230511;Travessa;das;;;Amoreiras;;;;;2645;316;ALCABIDECHE;387,283,673;-93,832,354;3;Travessa das Amoreiras, Bicesse,Portugal|1;Tv. das Amoreiras, 2645-451 Alcabideche, Portugal;3
129095;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12021;Bicesse;105250511;Rua;da;;;Associação;Campos Velhos;;;;2645;409;ALCABIDECHE;387,293,284;-93,751,307;3;Rua da Associação, Campos Velhos, Bicesse,Portugal|1;R. Campos Velhos, 2645 Alcabideche, Portugal;4
129096;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12021;Bicesse;105280511;Travessa;das;;;Aveleiras;;;;;2645;317;ALCABIDECHE;387,277,885;-93,819,591;3;Travessa das Aveleiras, Bicesse,Portugal|1;Tv. Aveleiras, 2645 Alcabideche, Portugal;4
129097;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12021;Bicesse;105350511;Rua;das;;;Camélias;Campos Velhos;;;;2645;411;ALCABIDECHE;387,293,629;-93,842,681;4;Rua das Camélias, Campos Velhos, Bicesse,Portugal|1;Bicesse, 2645-253 Alcabideche, Portugal;3
129098;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12021;Bicesse;105360511;Travessa;dos;;;Campos Velhos;Campos Velhos;;;;2645;413;ALCABIDECHE;387,293,284;-93,751,307;3;Travessa dos Campos Velhos, Campos Velhos, Bicesse,Portugal|1;R. Campos Velhos, 2645 Alcabideche, Portugal;4
129099;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12021;Bicesse;105380511;Rua;do;;;Canavial;;;;;2645;319;ALCABIDECHE;387,272,533;-93,810,052;3;Rua do Canavial, Bicesse,Portugal|1;R. Canavial, 2645 Alcabideche, Portugal;4
129100;Lisboa;Cascais                                                                                                                                                                                                                                                        ;11;5;12021;Bicesse;105410511;Praceta;dos;;;Castanheiros;;;;;2645;320;ALCABIDECHE;387,293,629;-93,842,681;4;Praceta dos Castanheiros, Bicesse,Portugal|1;Bicesse, 2645-253 Alcabideche, Portugal;3
